fen,move_uci
6k1/ppp2pp1/7p/4P3/8/1Pn5/P2r2PP/1B3R1K w - - 6 29,g2g4
6k1/ppp2pp1/7p/4P3/6P1/1P6/P2r3P/1n3R1K w - - 0 30,f1b1
6k1/ppp2pp1/7p/4P3/6P1/1P6/r6P/1R5K w - - 0 31,b1c1
6k1/pp3pp1/2p4p/4P3/6P1/1P6/r6P/2R4K w - - 0 32,h2h4
6k1/pp3pp1/2p4p/4P3/6PP/1P6/4r3/2R4K w - - 1 33,h1g1
6k1/pp3pp1/2p4p/4r3/6PP/1P6/8/2R3K1 w - - 0 34,g4g5
6k1/pp3pp1/2p5/4r1p1/7P/1P6/8/2R3K1 w - - 0 35,h4g5
6k1/pp3pp1/2p5/6r1/8/1P6/8/2R3K1 w - - 0 36,g1f2
6k1/pp4p1/2p5/5pr1/8/1P6/5K2/2R5 w - - 0 37,f2f3
6k1/pp4p1/2p5/5p2/6r1/1P3K2/8/2R5 w - - 2 38,f3e3
6k1/pp6/2p3p1/5p2/6r1/1P2K3/8/2R5 w - - 0 39,c1d1
6k1/pp6/2p3p1/5p2/4r3/1P2K3/8/3R4 w - - 2 40,e3f3
6k1/1p6/p1p3p1/5p2/4r3/1P3K2/8/3R4 w - - 0 41,d1d8
3R4/1p3k2/p1p3p1/5p2/4r3/1P3K2/8/8 w - - 2 42,d8d7
8/1p1Rrk2/p1p3p1/5p2/8/1P3K2/8/8 w - - 4 43,d7d4
8/1p2rk2/p1p5/5pp1/3R4/1P3K2/8/8 w - - 0 44,b3b4
8/1p2r3/p1p3k1/5pp1/1P1R4/5K2/8/8 w - - 1 45,d4d6
8/1p2r3/p1pR4/5ppk/1P6/5K2/8/8 w - - 3 46,f3g3
8/1p2r3/p1pR4/6pk/1P3p2/6K1/8/8 w - - 0 47,g3h3
8/1p6/p1pR4/6pk/1P3p2/4r2K/8/8 w - - 2 48,h3g2
8/1p6/p1pR4/6p1/1P3pk1/4r3/6K1/8 w - - 4 49,d6d7
8/1p1R4/p1p5/6p1/1P3pk1/8/4r1K1/8 w - - 6 50,g2f1
8/1p1R4/p1p5/6p1/1P4k1/5p2/4r3/5K2 w - - 0 51,f1g1
8/1p1R4/p1p5/6p1/1P6/5pk1/4r3/6K1 w - - 2 52,g1f1
8/1p1R4/p1p5/8/1P4p1/5pk1/4r3/5K2 w - - 0 53,d7b7
8/1R6/p1p5/8/1P4p1/5pk1/1r6/5K2 w - - 1 54,f1e1
8/1R6/p1p5/8/1P4p1/6k1/1r3p2/4K3 w - - 0 55,e1d1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d2d4
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,e2e3
rnbqkb1r/ppp1pppp/5n2/3p4/3P4/4P3/PPP2PPP/RNBQKBNR w KQkq - 1 3,c2c4
rn1qkb1r/ppp1pppp/5n2/3p1b2/2PP4/4P3/PP3PPP/RNBQKBNR w KQkq - 1 4,g1f3
rn1qkb1r/ppp1pppp/5n2/3p4/2PP4/4PN2/PP3PPP/RbBQKB1R w KQkq - 0 5,a1b1
rn1qkb1r/p1p1pppp/1p3n2/3p4/2PP4/4PN2/PP3PPP/1RBQKB1R w Kkq - 0 6,f3e5
rn1qkb1r/p1p1pppp/1p6/3pN3/2PPn3/4P3/PP3PPP/1RBQKB1R w Kkq - 2 7,c4d5
rn2kb1r/p1p1pppp/1p6/3qN3/3Pn3/4P3/PP3PPP/1RBQKB1R w Kkq - 0 8,d1f3
rn2kb1r/p1p1p1pp/1p3p2/3qN3/3Pn3/4PQ2/PP3PPP/1RB1KB1R w Kkq - 0 9,f1c4
rn2kb1r/p1p1p1pp/1p3p2/q3N3/2BPn3/4PQ2/PP3PPP/1RB1K2R w Kkq - 2 10,c1d2
rn2kb1r/p1p1p1pp/1p3p2/4N3/2BPn3/4PQ2/PP1q1PPP/1R2K2R w Kkq - 0 11,e1f1
rn2kb1r/p1p1p1pp/1p3p2/4N1n1/2BP4/4PQ2/PP1q1PPP/1R3K1R w kq - 2 12,f3a8
rnbqkbnr/pppppppp/8/8/8/2N5/PPPPPPPP/R1BQKBNR b KQkq - 1 1,e7e5
rnbqkbnr/pppp1ppp/8/3Np3/8/8/PPPPPPPP/R1BQKBNR b KQkq - 1 2,f8c5
rnbqk1nr/pppp1ppp/8/2bNp3/1P6/8/P1PPPPPP/R1BQKBNR b KQkq - 0 3,d8g5
rnb1k1nr/pppp1ppp/8/2PNp1q1/8/8/P1PPPPPP/R1BQKBNR b KQkq - 0 4,e5e4
rnb1k1nr/ppNp1ppp/8/2P3q1/4p3/8/P1PPPPPP/R1BQKBNR b KQkq - 0 5,e8f8
Nnb2knr/pp1p1ppp/8/2P3q1/4p3/8/P1PPPPPP/R1BQKBNR b KQ - 0 6,g5f6
1nb2knr/ppNp1ppp/5q2/2P5/4p3/8/P1PPPPPP/R1BQKBNR b KQ - 2 7,g8h6
1nb2k1r/ppNp1ppp/5q1n/2P5/4p3/2P5/P2PPPPP/R1BQKBNR b KQ - 0 8,h6g4
1nb2k1r/ppNp1ppp/5q2/2P5/4p1n1/2P2P2/P2PP1PP/R1BQKBNR b KQ - 0 9,e4f3
1nb2k1r/ppNp1ppp/5q2/2P5/6n1/2P2P2/P2PP2P/R1BQKBNR b KQ - 0 10,f6h4
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d2d4
rnbqkbnr/pppp1ppp/4p3/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,e2e3
r1bqkbnr/pppp1ppp/2n1p3/8/3P4/4P3/PPP2PPP/RNBQKBNR w KQkq - 1 3,f1c4
r1bqkbnr/ppp2ppp/2n1p3/3p4/2BP4/4P3/PPP2PPP/RNBQK1NR w KQkq - 0 4,c4b3
r1b1kbnr/ppp2ppp/2n1p3/3p2q1/3P4/1B2P3/PPP2PPP/RNBQK1NR w KQkq - 2 5,g2g4
r1b1kbnr/ppp2ppp/2n5/3pp1q1/3P2P1/1B2P3/PPP2P1P/RNBQK1NR w KQkq - 0 6,d4e5
r1b1kbnr/ppp2ppp/2n5/3pq3/6P1/1B2P3/PPP2P1P/RNBQK1NR w KQkq - 0 7,b3d5
r3kbnr/ppp2ppp/2n5/3Bq3/6b1/4P3/PPP2P1P/RNBQK1NR w KQkq - 0 8,g1f3
3rkbnr/ppp2ppp/2n5/3Bq3/6b1/4PN2/PPP2P1P/RNBQK2R w KQk - 2 9,f3e5
3rkbnr/ppp2ppp/2n5/3BN3/8/4P3/PPP2P1P/RNBbK2R w KQk - 0 10,d5f7
3r1bnr/ppp1kBpp/2n5/4N3/8/4P3/PPP2P1P/RNBbK2R w KQ - 1 11,c1d2
3r1bnr/ppp1kBpp/8/4n3/8/4P3/PPPB1P1P/RN1bK2R w KQ - 0 12,e1d1
3r1bnr/ppp2kpp/8/4n3/8/4P3/PPPB1P1P/RN1K3R w - - 0 13,b1c3
3r1bnr/ppp2kpp/8/8/8/2N1Pn2/PPPB1P1P/R2K3R w - - 2 14,c3e4
3r1b1r/ppp2kpp/5n2/8/4N3/4Pn2/PPPB1P1P/R2K3R w - - 4 15,d1e2
3r1b1r/ppp2kpp/5n2/8/4N3/4P3/PPPnKP1P/R6R w - - 0 16,e4d2
3r3r/ppp2kpp/5n2/2b5/8/4P3/PPPNKP1P/R6R w - - 1 17,c2c3
3rr3/ppp2kpp/5n2/2b5/8/2P1P3/PP1NKP1P/R6R w - - 1 18,b2b4
3rr3/ppp2kpp/1b3n2/8/1P6/2P1P3/P2NKP1P/R6R w - - 1 19,a2a4
3rr3/ppp2kpp/1b6/8/PP2n3/2P1P3/3NKP1P/R6R w - - 1 20,d2e4
3r4/ppp2kpp/1b6/8/PP2r3/2P1P3/4KP1P/R6R w - - 0 21,a4a5
3r4/ppp2kpp/8/P7/1P2r3/2P1b3/4KP1P/R6R w - - 0 22,f2e3
4r3/ppp2kpp/8/P7/1P2r3/2P1P3/4K2P/R6R w - - 1 23,b4b5
4r3/ppp2kpp/8/PP6/8/2P1r3/4K2P/R6R w - - 0 24,e2f2
4r3/ppp2kpp/8/PP6/8/2r5/5K1P/R6R w - - 0 25,h1f1
4r3/ppp2kpp/8/PP6/8/8/2r2K1P/R4R2 w - - 2 26,f2g1
4r1k1/ppp3pp/8/PP6/8/8/2r4P/R4RK1 w - - 4 27,f1e1
6k1/ppp3pp/8/PP6/8/8/2r4P/R3r1K1 w - - 0 28,a1e1
6k1/pp4pp/8/PPp5/8/8/2r4P/4R1K1 w - c6 0 29,b5c6
6k1/p5pp/2p5/P7/8/8/2r4P/4R1K1 w - - 0 30,e1e7
6k1/p3R1pp/2p5/P7/8/8/7P/2r3K1 w - - 2 31,g1f2
6k1/p3R1pp/2p5/P7/8/8/2r2K1P/8 w - - 4 32,f2g3
6k1/p3R1pp/2p5/P7/8/2r3K1/7P/8 w - - 6 33,g3f4
6k1/p3R1pp/2p5/P7/2r2K2/8/7P/8 w - - 8 34,f4e5
6k1/p3R1pp/2p5/P1r1K3/8/8/7P/8 w - - 10 35,e5e6
6k1/p3R1pp/2p1K3/r7/8/8/7P/8 w - - 0 36,e7e8
rnbqkbnr/pppppppp/8/8/8/4P3/PPPP1PPP/RNBQKBNR b KQkq - 0 1,e7e5
rnbqkbnr/pppp1ppp/8/4p2Q/8/4P3/PPPP1PPP/RNB1KBNR b KQkq - 1 2,g8f6
rnbqkb1r/pppp1ppp/5n2/4Q3/8/4P3/PPPP1PPP/RNB1KBNR b KQkq - 0 3,f8e7
rnbqk2r/ppppbppp/5n2/4Q3/8/3PP3/PPP2PPP/RNB1KBNR b KQkq - 0 4,b8c6
r1bqk2r/ppppbppp/2n2n2/8/5Q2/3PP3/PPP2PPP/RNB1KBNR b KQkq - 2 5,e7d6
r1bqk2r/pppp1ppp/2nb1n2/8/8/3PPQ2/PPP2PPP/RNB1KBNR b KQkq - 4 6,e8g8
r1bq1rk1/pppp1ppp/2nb1n2/8/8/3PP3/PPP2PPP/RNBQKBNR b KQ - 6 7,d6c5
r1bq1rk1/pppp1ppp/2n2n2/2b5/3P4/4P3/PPP2PPP/RNBQKBNR b KQ - 0 8,c5b6
r1bq1rk1/pppp1ppp/1bn2n2/8/3P4/4PN2/PPP2PPP/RNBQKB1R b KQ - 2 9,d7d5
r1bq1rk1/ppp2ppp/1bn2n2/3p4/3P4/2P1PN2/PP3PPP/RNBQKB1R b KQ - 0 10,c8g4
r2q1rk1/ppp2ppp/1bn2n2/3p4/3P2b1/2P1PN2/PPQ2PPP/RNB1KB1R b KQ - 2 11,f8e8
r2qr1k1/ppp2ppp/1bn2n2/3p2N1/3P2b1/2P1P3/PPQ2PPP/RNB1KB1R b KQ - 4 12,h7h6
r2qr1k1/ppp2pp1/1bn2n1p/3p4/3P2b1/2P1P2N/PPQ2PPP/RNB1KB1R b KQ - 1 13,f6e4
r2qr1k1/ppp2pp1/1bn4p/3p4/3Pn1b1/2P1PP1N/PPQ3PP/RNB1KB1R b KQ - 0 14,g4f5
r2qr1k1/ppp2pp1/1bn4p/3p1b2/3PP3/2P1P2N/PPQ3PP/RNB1KB1R b KQ - 0 15,f5e4
r2qr1k1/ppp2pp1/1bn4p/3p4/3Pb3/2P1P2N/PP3QPP/RNB1KB1R b KQ - 1 16,c6a5
r2qr1k1/ppp2pp1/1b5p/n2p4/2PPb3/4P2N/PP3QPP/RNB1KB1R b KQ - 0 17,a5c4
r2qr1k1/ppp2pp1/1b5p/3p4/2BPb3/4P2N/PP3QPP/RNB1K2R b KQ - 0 18,d5c4
r2qr1k1/ppp2pp1/1b5p/8/2pPb3/4P2N/PP3QPP/RNB2RK1 b - - 1 19,e4d3
r2qr1k1/ppp2Qp1/1b5p/8/2pP4/3bP2N/PP4PP/RNB2RK1 b - - 0 20,g8h8
r2qr2k/ppp2Qp1/1b5p/8/2pP4/3bP2N/PP4PP/RNBR2K1 b - - 2 21,e8f8
r2q1r1k/ppp3p1/1b5p/7Q/2pP4/3bP2N/PP4PP/RNBR2K1 b - - 4 22,c7c5
r2q1r1k/pp4p1/1b5p/2p4Q/2pP4/1P1bP2N/P5PP/RNBR2K1 b - - 0 23,c5d4
r2q1r1k/pp4p1/1b5p/7Q/2Pp4/3bP2N/P5PP/RNBR2K1 b - - 0 24,d4e3
r2q1r1k/pp4p1/1b5p/7Q/2P5/3bB2N/P5PP/RN1R2K1 b - - 0 25,b6e3
r2q1r1k/pp4p1/7p/7Q/2P5/3bb2N/P5PP/RN1R3K b - - 1 26,f8f1
r2q3k/pp4p1/7p/7Q/2P5/3bb2N/P5PP/RN3R1K b - - 0 27,d3f1
r2q3k/pp4p1/7p/7Q/2P5/2N1b2N/P5PP/R4b1K b - - 1 28,d8d2
r6k/pp4p1/7p/7Q/2P5/2N1b2N/P2q2PP/5R1K b - - 0 29,d2c3
r6k/pp4p1/7p/7Q/2P2N2/2q1b3/P5PP/5R1K b - - 1 30,e3f4
r6k/pp4p1/7p/7Q/2P2b2/2q3P1/P6P/5R1K b - - 0 31,c3c4
r6k/pp4p1/7p/8/2q2b2/5QP1/P6P/5R1K b - - 1 32,a8f8
5r1k/pp4p1/7p/8/2q2P2/5Q2/P6P/5R1K b - - 0 33,f8f4
7k/pp4p1/7p/8/2q2Q2/8/P6P/5R1K b - - 0 34,c4d5
7k/pp4p1/7p/3q4/5Q2/8/P6P/5RK1 b - - 2 35,d5a2
5Q1k/pp4p1/7p/8/8/8/q6P/5RK1 b - - 1 36,h8h7
5Q2/pp4pk/7p/8/7P/8/q7/5RK1 b - - 0 37,g7g5
5Q2/pp3R1k/7p/6p1/7P/8/q7/6K1 b - - 1 38,h7g6
8/pp3RQ1/6kp/6p1/7P/8/q7/6K1 b - - 3 39,g6h5
8/pp4Q1/7p/6pk/7P/8/q7/5RK1 b - - 5 40,g5h4
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d2d4
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,e2e3
rnbqkbnr/ppp2ppp/4p3/3p4/3P4/4P3/PPP2PPP/RNBQKBNR w KQkq - 0 3,c2c4
rnbqk1nr/ppp1bppp/4p3/3p4/2PP4/4P3/PP3PPP/RNBQKBNR w KQkq - 1 4,g1f3
rnbqk1nr/ppp2ppp/4pb2/3p4/2PP4/4PN2/PP3PPP/RNBQKB1R w KQkq - 3 5,b1c3
rn1qk1nr/pppb1ppp/4pb2/3p4/2PP4/2N1PN2/PP3PPP/R1BQKB1R w KQkq - 5 6,f1d3
rn1qk1nr/ppp2ppp/2b1pb2/3p4/2PP4/2NBPN2/PP3PPP/R1BQK2R w KQkq - 7 7,f3e5
rn1qk1nr/ppp2ppp/2b1p3/3pb3/2PP4/2NBP3/PP3PPP/R1BQK2R w KQkq - 0 8,d4e5
rn1qk1nr/ppp2ppp/2b1p3/4P3/2p5/2NBP3/PP3PPP/R1BQK2R w KQkq - 0 9,d3c4
r2qk1nr/pppn1ppp/2b1p3/4P3/2B5/2N1P3/PP3PPP/R1BQK2R w KQkq - 1 10,e3e4
r2qk2r/pppnnppp/2b1p3/4P3/2B1P3/2N5/PP3PPP/R1BQK2R w KQkq - 1 11,f2f4
r2q1rk1/pppnnppp/2b1p3/4P3/2B1PP2/2N5/PP4PP/R1BQK2R w KQ - 1 12,f4f5
r2q1rk1/pppn1ppp/2b1p3/4Pn2/2B1P3/2N5/PP4PP/R1BQK2R w KQ - 0 13,e4f5
r2q1rk1/pppn1ppp/2b5/4Pp2/2B5/2N5/PP4PP/R1BQK2R w KQ - 0 14,c1f4
r2qr1k1/pppn1ppp/2b5/4Pp2/2B2B2/2N5/PP4PP/R2QK2R w KQ - 2 15,c4d3
r2qr1k1/pppn1ppp/8/4Pp2/5B2/2NB4/PP4bP/R2QK2R w KQ - 0 16,h1g1
r2qr1k1/pppn1ppp/2b5/4Pp2/5B2/2NB4/PP5P/R2QK1R1 w Q - 2 17,d3f5
r2qr1k1/ppp2ppp/2b5/4nB2/5B2/2N5/PP5P/R2QK1R1 w Q - 0 18,f4e5
r2q2k1/ppp2ppp/2b5/4rB2/8/2N5/PP5P/R2QK1R1 w Q - 0 19,c3e4
r2q2k1/ppp2ppp/8/4rB2/4b3/8/PP5P/R2QK1R1 w Q - 0 20,f5e4
r2q2k1/ppp2ppp/8/8/4r3/8/PP5P/R2QK1R1 w Q - 0 21,e1f1
r5k1/ppp2ppp/8/8/4r3/8/PP5P/R2q1KR1 w - - 0 22,a1d1
r5k1/ppp2ppp/8/8/5r2/8/PP5P/3R1KR1 w - - 1 23,f1e1
4r1k1/ppp2ppp/8/8/5r2/8/PP5P/3RK1R1 w - - 3 24,e1d2
4r1k1/ppp2ppp/8/8/3r4/8/PP1K3P/3R2R1 w - - 5 25,d2c1
4r1k1/pp3ppp/8/2p5/3r4/8/PP5P/2KR2R1 w - - 0 26,d1d4
4r1k1/pp3ppp/8/8/3p4/8/PP5P/2K3R1 w - - 0 27,g1d1
3r2k1/pp3ppp/8/8/3p4/8/PP5P/2KR4 w - - 2 28,c1c2
3r2k1/pp3p1p/8/6p1/3p4/8/PPK4P/3R4 w - - 0 29,c2b3
3r2k1/pp5p/8/5pp1/3p4/1K6/PP5P/3R4 w - - 0 30,d1g1
3r2k1/pp6/7p/5pp1/3p4/1K6/PP5P/6R1 w - - 0 31,h2h4
3r2k1/pp6/7p/5pp1/7P/1K1p4/PP6/6R1 w - - 0 32,h4g5
3r2k1/pp6/8/5pp1/8/1K1p4/PP6/6R1 w - - 0 33,g1g5
3r4/pp3k2/8/5pR1/8/1K1p4/PP6/8 w - - 1 34,g5f5
3r4/pp6/4k3/5R2/8/1K1p4/PP6/8 w - - 1 35,f5f1
3r4/pp6/4k3/8/8/1K6/PP1p4/5R2 w - - 0 36,f1d1
3r4/pp6/8/4k3/8/1K6/PP1p4/3R4 w - - 2 37,b3c2
3r4/pp6/8/8/4k3/8/PPKp4/3R4 w - - 4 38,d1d2
8/pp6/8/8/4k3/8/PPKr4/8 w - - 0 39,c2d2
8/pp6/8/3k4/8/8/PP1K4/8 w - - 1 40,d2c3
8/p7/8/1p1k4/8/2K5/PP6/8 w - - 0 41,b2b4
8/8/p7/1p1k4/1P6/2K5/P7/8 w - - 0 42,c3b3
8/8/p7/1p6/1P1k4/1K6/P7/8 w - - 2 43,a2a4
8/8/p7/8/pP1k4/1K6/8/8 w - - 0 44,b3a4
8/8/p7/3k4/KP6/8/8/8 w - - 1 45,a4a5
8/8/p1k5/K7/1P6/8/8/8 w - - 3 46,a5a6
8/8/K7/3k4/1P6/8/8/8 w - - 1 47,a6a5
8/8/8/K7/1Pk5/8/8/8 w - - 3 48,b4b5
8/8/8/KPk5/8/8/8/8 w - - 1 49,b5b6
8/8/1Pk5/K7/8/8/8/8 w - - 1 50,a5a6
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,e7e5
rnbqkbnr/pppp1ppp/8/4p3/4P3/2N5/PPPP1PPP/R1BQKBNR b KQkq - 1 2,d7d6
rnbqkbnr/ppp2ppp/3p4/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 1 3,b8c6
r1bqkbnr/ppp2ppp/2np4/4p3/4P3/2NP1N2/PPP2PPP/R1BQKB1R b KQkq - 0 4,f7f5
r1bqkbnr/ppp3pp/2np4/4ppB1/4P3/2NP1N2/PPP2PPP/R2QKB1R b KQkq - 1 5,g8e7
r1bqkb1r/ppp1n1pp/2np4/4pPB1/8/2NP1N2/PPP2PPP/R2QKB1R b KQkq - 0 6,c8f5
r2qkb1r/ppp1n1pp/2np4/3NpbB1/8/3P1N2/PPP2PPP/R2QKB1R b KQkq - 1 7,d8d7
r3kb1r/pppqN1pp/2np4/4pbB1/8/3P1N2/PPP2PPP/R2QKB1R b KQkq - 0 8,f8e7
r3k2r/pppqB1pp/2np4/4pb2/8/3P1N2/PPP2PPP/R2QKB1R b KQkq - 0 9,d7e7
r3k2r/ppp1q1pp/2np4/4pb2/8/P2P1N2/1PP2PPP/R2QKB1R b KQkq - 0 10,e8g8
r4rk1/ppp1q1pp/2np4/4pb2/3P4/P4N2/1PP2PPP/R2QKB1R b KQ - 0 11,e5d4
r4rk1/ppp1q1pp/2np4/5b2/3p4/P4N2/1PP1BPPP/R2QK2R b KQ - 1 12,d4d3
r4rk1/ppp1q1pp/2np4/5b2/8/P2P1N2/1P2BPPP/R2QK2R b KQ - 0 13,c6d4
r4rk1/ppp1q1pp/3p4/5b2/3N4/P2P4/1P2BPPP/R2QK2R b KQ - 0 14,f5g6
r4rk1/ppp1q1pp/3p2b1/8/3N4/PQ1P4/1P2BPPP/R3K2R b KQ - 2 15,g6f7
r4rk1/pQp1qbpp/3p4/8/3N4/P2P4/1P2BPPP/R3K2R b KQ - 0 16,a8b8
1r3rk1/Q1p1qbpp/3p4/8/3N4/P2P4/1P2BPPP/R3K2R b KQ - 0 17,b8b2
5rk1/Q1p1qbpp/2Np4/8/8/P2P4/1r2BPPP/R3K2R b KQ - 1 18,e7e2
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d2d4
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,e2e3
rn1qkbnr/ppp1pppp/8/3p1b2/3P4/4P3/PPP2PPP/RNBQKBNR w KQkq - 1 3,c2c4
rn1qkbnr/ppp1pppp/8/5b2/2pP4/4P3/PP3PPP/RNBQKBNR w KQkq - 0 4,f1c4
rn1qkbnr/ppp1pppp/4b3/8/2BP4/4P3/PP3PPP/RNBQK1NR w KQkq - 1 5,c4e6
rn1qkbnr/ppp1p1pp/4p3/8/3P4/4P3/PP3PPP/RNBQK1NR w KQkq - 0 6,d1b3
rn1qkbnr/ppp1p1pp/8/4p3/3P4/1Q2P3/PP3PPP/RNB1K1NR w KQkq - 0 7,b3b7
r2qkbnr/pQpnp1pp/8/4p3/3P4/4P3/PP3PPP/RNB1K1NR w KQkq - 1 8,d4e5
r2qkbnr/pQp1p1pp/8/4n3/8/4P3/PP3PPP/RNB1K1NR w KQkq - 0 9,b7b3
1r1qkbnr/p1p1p1pp/8/4n3/8/1Q2P3/PP3PPP/RNB1K1NR w KQk - 2 10,b3a4
1r1qkbnr/p3p1pp/2p5/4n3/Q7/4P3/PP3PPP/RNB1K1NR w KQk - 0 11,f2f4
1r1qkbnr/p3p1pp/2p5/8/Q4P2/3nP3/PP4PP/RNB1K1NR w KQk - 1 12,e1f1
1r1qkbnr/p3p1pp/2p5/8/Q4P2/4P3/PP4PP/RNn2KNR w k - 0 13,a4c6
1r2kbnr/p2qp1pp/2Q5/8/5P2/4P3/PP4PP/RNn2KNR w k - 1 14,c6c1
1r2kbnr/p3p1pp/8/8/5P2/3qP3/PP4PP/RNQ2KNR w k - 1 15,g1e2
1r2kbnr/p5pp/8/4p3/5P2/3qP3/PP2N1PP/RNQ2K1R w k - 0 16,b1c3
1r2kbnr/p5pp/8/8/4pP2/2NqP3/PP2N1PP/R1Q2K1R w k - 0 17,c1d1
1r2kbnr/p5pp/8/8/2q1pP2/2N1P3/PP2N1PP/R2Q1K1R w k - 2 18,d1a4
1r2kbnr/p5pp/8/8/q3pP2/2N1P3/PP2N1PP/R4K1R w k - 0 19,c3a4
1r2kb1r/p5pp/5n2/8/N3pP2/4P3/PP2N1PP/R4K1R w k - 1 20,a1d1
3rkb1r/p5pp/5n2/8/N3pP2/4P3/PP2N1PP/3R1K1R w k - 3 21,d1d8
3k1b1r/p5pp/5n2/8/N3pP2/4P3/PP2N1PP/5K1R w - - 0 22,e2d4
3k3r/p5pp/5n2/8/Nb1NpP2/4P3/PP4PP/5K1R w - - 2 23,d4c6
7r/p2k2pp/2N2n2/8/Nb2pP2/4P3/PP4PP/5K1R w - - 4 24,c6b4
1r6/p2k2pp/5n2/8/NN2pP2/4P3/PP4PP/5K1R w - - 1 25,b4a6
2r5/p2k2pp/N4n2/8/N3pP2/4P3/PP4PP/5K1R w - - 3 26,f1f2
8/p2k2pp/N4n2/8/N3pP2/4P3/PPr2KPP/7R w - - 5 27,f2g3
8/p2k2pp/N7/7n/N3pP2/4P1K1/PPr3PP/7R w - - 7 28,g3g4
8/p2k3p/N5p1/7n/N3pPK1/4P3/PPr3PP/7R w - - 0 29,h1d1
8/p6p/N3k1p1/7n/N3pPK1/4P3/PPr3PP/3R4 w - - 2 30,a6c5
8/p6p/5kp1/2N4n/N3pPK1/4P3/PPr3PP/3R4 w - - 4 31,c5e4
8/p5kp/6p1/7n/N3NPK1/4P3/PPr3PP/3R4 w - - 1 32,d1d7
8/p2R3p/6pk/7n/N3NPK1/4P3/PPr3PP/8 w - - 3 33,e4f6
8/p2R3p/5Npk/7n/N4PK1/4P3/PP4rP/8 w - - 0 34,g4h4
8/p2R3p/5Npk/7n/N4P1K/4P3/PP5r/8 w - - 0 35,h4g4
8/p2R3p/5Npk/7n/N4PK1/4P3/PP4r1/8 w - - 2 36,g4f3
8/p2R3p/5Npk/7n/N4P2/4PKr1/PP6/8 w - - 4 37,f3e4
8/p2R3p/5npk/8/N3KP2/4P1r1/PP6/8 w - - 0 38,e4e5
8/p2n3p/6pk/4K3/N4P2/4P1r1/PP6/8 w - - 0 39,e5d6
8/p6p/3K1npk/8/N4P2/4P1r1/PP6/8 w - - 2 40,b2b4
8/p6p/3K1npk/8/NP3P2/4r3/P7/8 w - - 0 41,d6c6
8/p6p/2K1rnpk/8/NP3P2/8/P7/8 w - - 2 42,c6b7
8/pK2r2p/5npk/8/NP3P2/8/P7/8 w - - 4 43,b7a6
8/p2nr2p/K5pk/8/NP3P2/8/P7/8 w - - 6 44,a6a7
8/K3r2p/6pk/2n5/NP3P2/8/P7/8 w - - 1 45,a7b6
8/4r2p/1K4pk/8/nP3P2/8/P7/8 w - - 0 46,b6a5
8/4r2p/6pk/K7/1P3P2/2n5/P7/8 w - - 2 47,b4b5
8/4r2p/6pk/KP6/5P2/8/n7/8 w - - 0 48,b5b6
8/4r2p/1P4pk/K7/5P2/2n5/8/8 w - - 1 49,a5a6
8/4r2p/KP4pk/3n4/5P2/8/8/8 w - - 3 50,b6b7
4r3/1P5p/K5pk/3n4/5P2/8/8/8 w - - 1 51,a6a7
8/KP2r2p/6pk/3n4/5P2/8/8/8 w - - 3 52,a7a8
K7/1P2r2p/1n4pk/8/5P2/8/8/8 w - - 5 53,a8a7
8/KP2r2p/6pk/3n4/5P2/8/8/8 w - - 7 54,a7a8
K7/1P2r2p/1n4pk/8/5P2/8/8/8 w - - 9 55,a8a7
8/KP1nr2p/6pk/8/5P2/8/8/8 w - - 11 56,a7a8
K7/1P1n3p/6pk/8/4rP2/8/8/8 w - - 13 57,b7b8q
Kn6/7p/6pk/8/4rP2/8/8/8 w - - 0 58,a8b8
1K6/7p/6pk/8/5r2/8/8/8 w - - 0 59,b8c8
2K5/7p/7k/6p1/5r2/8/8/8 w - - 0 60,c8d7
8/3K3p/7k/8/5rp1/8/8/8 w - - 0 61,d7d6
8/7p/3K3k/8/5r2/6p1/8/8 w - - 0 62,d6e5
8/7p/7k/4K3/5r2/8/6p1/8 w - - 0 63,e5f4
8/7p/7k/8/5K2/8/8/6q1 w - - 0 64,f4f3
8/6kp/8/8/8/5K2/8/6q1 w - - 2 65,f3f4
8/6k1/7p/8/5K2/8/8/6q1 w - - 0 66,f4f3
8/6k1/8/7p/8/5K2/8/6q1 w - - 0 67,f3e2
8/6k1/8/8/7p/8/4K3/6q1 w - - 0 68,e2f3
